id	name	description
ppr62	Chiara Daniela Pronzato	Institute of Labor Economics (IZA); University of Essex -> Institute for Social and Economic Research (ISER); Bocconi University -> ""Carlo F. Dondena"" Centre for Research on Social Dynamics (DONDENA); University of Turin -> Cognetti de Martiis Department of Economics and Statistics; University of Turin -> Carlo Alberto College -> Centre for Household, Income, Labour and Demographic Economics (CHILD) (rank: 4799, publications: 73)
ppr52	Victoria Prowse	Institute of Labor Economics (IZA); Purdue University -> Krannert School of Management -> Department of Economics; German Institute for Economic Research (DIW) (rank: 4800, publications: 63)
pqi8	Larry Dongxiao Qiu	University of Hong Kong -> Faculty of Business and Economics (rank: 4802, publications: 51)
pqu46	Zhongjun Qu	Boston University -> Department of Economics (rank: 4803, publications: 33)
pqu23	Philippe Quirion	International Research Center on the Environment and Development (rank: 4804, publications: 121)
pqu82	Mahvash Saeed Qureshi	International Monetary Fund (IMF) (rank: 4805, publications: 38)
pra101	Roberta Rabellotti	University of Pavia -> Department of Political and Social Sciences (rank: 4806, publications: 88)
pra60	Xavier Ragot	Sciences Po -> Economics -> Department of Economics; Sciences Po -> Economics -> Research Center for Economics (rank: 4807, publications: 136)
pra182	miguel d. ramirez	Trinity College -> Department of Economics (rank: 4808, publications: 82)
pra12	Raul Ramos	Institute of Labor Economics (IZA); Reference Network for Research in Applied Economics; University of Barcelona -> Faculty of Economics and Business -> Research Institute of Applied Economics; University of Barcelona -> Faculty of Economics and Business -> Research Institute of Applied Economics -> Group of Quantitative Regional Analysis (rank: 4809, publications: 143)
pra256	John Mark Ramseyer	Harvard University -> Harvard School of Law -> John M. Olin Center for Law, Economics, and Business (rank: 4810, publications: 78)
pra161	Angelo Ranaldo	University of St. Gallen -> School of Finance -> Swiss Institute for Banking and Finance (rank: 4811, publications: 61)
pra269	Paul Anton Raschky	Monash University -> Monash Business School -> Department of Economics (rank: 4812, publications: 64)
pre488	Juan Carlos Reboredo	University of Santiago de Compostela -> Faculty of Economics and Business -> Department of Foundations of Economic Analysis (rank: 4813, publications: 58)
pre427	Mari Rege	University of Stavanger -> School of Business (rank: 4814, publications: 45)
pre61	Stefan Reichelstein	Stanford University -> Graduate School of Business (rank: 4815, publications: 30)
pre79	Helmut Reisen	Organisation for Economic Co-operation and Development (OECD) -> Development Centre; Organisation for Economic Co-operation and Development (OECD) (rank: 4816, publications: 111)
pre236	Michael Reiter	Institute for Advanced Studies (rank: 4817, publications: 57)
pri146	Robert Rich	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 4819, publications: 44)
pri21	Dagfinn Rime	Central Bank of Norway; BI Norwegian Business School -> Department of Financial Economics (rank: 4820, publications: 56)
pro207	Michael James Roberts	University of Hawaii-Manoa -> Department of Economics (rank: 4821, publications: 82)
pro200	Michael Rockinger	Swiss Finance Institute; University of Lausanne -> Business School -> Institute of Banking and Finance (rank: 4822, publications: 64)
pro11	Paulo M. M. Rodrigues	Nova University of Lisbon -> School of Business and Economics; Central Bank of Portugal (rank: 4823, publications: 88)
pro335	Núria Rodríguez-Planas	City University of New York (CUNY) -> Queens College -> Department of Economics (rank: 4824, publications: 70)
pro278	David Roland-Holst	University of California-Berkeley -> Department of Agricultural and Resource Economics (rank: 4825, publications: 114)
pro409	Stephen Roper	University of Warwick -> Warwick Business School (rank: 4826, publications: 78)
pro856	Roberto Roson	University Ca' Foscari Venice -> Department of Economics (rank: 4827, publications: 91)
pro56	Santanu Roy	Southern Methodist University -> Department of Economics (rank: 4828, publications: 61)
pro423	Heather North Royer	University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 4829, publications: 16)
pru105	Oliver Meng Rui	China Europe International Business School (rank: 4830, publications: 58)
psa1234	Roberto Sabbatini	Bank of Italy (rank: 4831, publications: 51)
psa31	Plutarchos Sakellaris	Athens University of Economics and Business (AUEB) -> Department of Economics (rank: 4832, publications: 33)
psa122	Roberto Samaniego	George Washington University -> Department of Economics (rank: 4833, publications: 43)
psa823	Horacio Sapriza	Rutgers University-Newark -> Business -> Department of Finance and Economics (rank: 4834, publications: 42)
psa295	Rupert Sausgruber	WU Vienna University of Economics and Business -> Department of Economics; University of Vienna -> Faculty of Economics -> Vienna Center for Experimental Economics (rank: 4835, publications: 63)
psa296	Sweta C. Saxena	International Monetary Fund (IMF) (rank: 4836, publications: 48)
psc63	Andreas Schabert	University of Cologne -> Faculty of Social and Economic Sciences -> Center for Macroeconomic Research (CMR) (rank: 4837, publications: 86)
psc347	Christoph A. Schaltegger	Center for Research in Economics, Management and the Arts (CREMA); University of St. Gallen -> School of Economics and Political Science -> Swiss Institute for International Economics and Applied Economics Research; University of Lucerne -> Economics Department (rank: 4838, publications: 85)
psc147	Florian Scheuer	National Bureau of Economic Research (NBER); University of Zurich -> Faculty of Economics -> Department of Economics; University of Zurich -> Faculty of Economics -> Department of Economics -> UBS International Center of Economics in Society (rank: 4839, publications: 40)
psc16	Martin Schindler	International Monetary Fund (IMF); Joint Vienna Institute (rank: 4840, publications: 33)
psc684	Frederik Paul Schlingemann	Erasmus University of Rotterdam -> Rotterdam School of Management (RSM Erasmus University) -> Department of Finance (rank: 4841, publications: 22)
psc24	Nicolas Schmitt	Simon Fraser University -> Department of Economics (rank: 4842, publications: 83)
psc203	Koen Schoors	University of Ghent -> Faculty of Economic and Applied Economic Sciences -> Department of Economics; Centre for Russian International Socio-political and Economic Studies (CERISE) (rank: 4843, publications: 99)
psc454	Jeffrey Joseph Schott	Peter G. Peterson Institute for International Economics (IIE) (rank: 4844, publications: 73)
psc293	Margit Schratzenstaller	Austrian Institute of Economic Research (rank: 4845, publications: 121)
psc78	Christian Schultz	University of Copenhagen -> Department of Economics (rank: 4846, publications: 86)
psc308	Günther G. Schulze	University of Freiburg -> Faculty of Economics and Business Administration (rank: 4847, publications: 66)
psc164	Guido Schwerdt	University of Constance -> Department of Economics (rank: 4849, publications: 80)
pse48	Angelo Secchi	Paris School of Economics (rank: 4850, publications: 74)
pse157	Arunava Sen	Indian Statistical Institute -> Planning Unit; Indian Statistical Institute (rank: 4852, publications: 39)
psh193	Yochanan Shachmurove	University of Pennsylvania -> Department of Economics; City University of New York (CUNY) -> City College -> Department of Economics (rank: 4853, publications: 125)
psh256	Azeem M. Shaikh	University of Chicago -> Department of Economics (rank: 4854, publications: 32)
psh81	Kevin Sheppard	Oxford University -> Department of Economics; Oxford University -> Oxford-Man Institute of Quantitative Finance (rank: 4856, publications: 25)
psh700	Shane Mick Sherlund	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 4857, publications: 40)
psh189	Katsumi Shimotsu	University of Tokyo -> Faculty of Economics; Queen's University -> Economics Department (rank: 4858, publications: 53)
psh170	Gerald E. Shively	Purdue University -> Department of Agricultural Economics (rank: 4859, publications: 107)
psh488	C. Richard Shumway	Washington State University -> School of Economic Sciences (rank: 4860, publications: 158)
psi55	Hilary Sigman	National Bureau of Economic Research (NBER); Rutgers University-New Brunswick -> Department of Economics (rank: 4861, publications: 51)
psi207	Keith Sill	Federal Reserve Bank of Philadelphia -> Research Department (rank: 4862, publications: 57)
psi556	Andrei Simonov	Russian Presidential Academy of National Economy and Public Administration (RANEPA); Michigan State University -> Eli Broad Graduate School of Management -> Department of Finance (rank: 4863, publications: 32)
psi131	Mathias Sinning	Australian National University -> Crawford School of Public Policy (rank: 4864, publications: 121)
psj15	David Sjoquist	Georgia State University -> Andrew Young School of Policy Studies -> Department of Economics (rank: 4865, publications: 66)
psk25	Oskar Nordström Skans	Institute of Labor Economics (IZA); University of Uppsala -> Department of Economics; Government of Sweden -> Ministry of Labour -> Institute for Evaluation of Labour Market and Education Policy (rank: 4866, publications: 61)
psk65	Mark Skidmore	Michigan State University -> Department of Agricultural, Food and Resource Economics; Michigan State University -> Economics Department (rank: 4867, publications: 64)
psl22	Jiri (Jirka) Slacalek	European Central Bank (rank: 4868, publications: 55)
pna81	Sita Nataraj Slavov	American Enterprise Institute (rank: 4869, publications: 49)
psm65	Eric F. Smith	University of Essex -> Economics Department (rank: 4870, publications: 48)
psm169	L. Vanessa Smith	University of York -> Department of Economics and Related Studies (rank: 4871, publications: 38)
psn16	andy snell	University of Edinburgh -> School of Economics (rank: 4872, publications: 55)
pso166	Zheng Michael Song	Fudan University -> School of Economics (rank: 4873, publications: 28)
pso46	Barry Sopher	Rutgers University-New Brunswick -> Department of Economics (rank: 4874, publications: 46)
pso1	Peter Norman Sørensen	University of Copenhagen -> Department of Economics (rank: 4875, publications: 40)
pst89	Erik Stam	University of Utrecht -> School of Economics -> Tjalling C. Koopmans Research Institute (rank: 4876, publications: 81)
pst57	Spiro Stefanou	University of Florida -> Food and Resource Economics Department (rank: 4877, publications: 99)
pst322	John Kevin Stranlund	University of Massachusetts-Amherst -> Department of Resource Economics (rank: 4878, publications: 89)
pst403	Martin Strobel	Maastricht University -> School of Business and Economics -> Graduate School of Business and Economics (GSBE) (rank: 4879, publications: 51)
pst391	Johannes Stroebel	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); New York University (NYU) -> Stern School of Business (rank: 4880, publications: 34)
pst456	charles e. stuart	University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 4881, publications: 33)
psu192	James Xavier Sullivan	University of Notre Dame -> Department of Economics (rank: 4882, publications: 36)
psu126	Kotaro Suzumura	Hitotsubashi University -> Institute of Economic Research (rank: 4883, publications: 70)
